,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,has_basement,new_house,week,month,year,season,status,Sell Price,Profit,valor_m2
29,2426039314,2014-12-01,280000.0,2,1.5,1190,1265,3.0,0,0,3,7,0,2005,0,98133,47.7274,-122.357,0,0,49,12,2014,winter,Buy,364000.0,84000.0,221.34387351778656
30,461000390,2014-06-24,687500.0,4,1.75,2330,5000,1.5,0,0,4,7,820,1929,0,98117,47.6823,-122.368,1,1,26,6,2014,summer,Not Buy,0.0,0.0,137.5
31,7589200193,2014-11-10,535000.0,3,1.0,1090,3000,1.5,0,0,4,8,0,1929,0,98117,47.6889,-122.375,0,1,46,11,2014,fall,Not Buy,0.0,0.0,178.33333333333334
32,7955080270,2014-12-03,322500.0,4,2.75,2060,6659,1.0,0,0,3,7,780,1981,0,98058,47.4276,-122.157,1,0,49,12,2014,winter,Buy,354750.0,32250.0,48.43069529959453
33,9547205180,2014-06-13,696000.0,3,2.5,2300,3060,1.5,0,0,3,8,790,1930,2002,98115,47.6827,-122.31,1,1,24,6,2014,summer,Not Buy,0.0,0.0,227.45098039215685
34,2768000400,2014-12-30,640000.0,4,2.0,2360,6000,2.0,0,0,4,8,0,1904,0,98107,47.6702,-122.362,0,1,1,12,2014,winter,Not Buy,0.0,0.0,106.66666666666667
35,7895500070,2015-02-13,240000.0,4,1.0,1220,8075,1.0,0,0,2,7,330,1969,0,98001,47.3341,-122.282,1,0,7,2,2015,winter,Not Buy,0.0,0.0,29.721362229102166
36,2078500320,2014-06-20,605000.0,4,2.5,2620,7553,2.0,0,0,3,8,0,1996,0,98056,47.5301,-122.18,0,0,25,6,2014,summer,Not Buy,0.0,0.0,80.10062226929696
37,5547700270,2014-07-15,625000.0,4,2.5,2570,5520,2.0,0,0,3,9,0,2000,0,98074,47.6145,-122.027,0,0,29,7,2014,summer,Not Buy,0.0,0.0,113.22463768115942
38,7203220400,2014-07-07,861990.0,5,2.75,3595,5639,2.0,0,0,3,9,0,2014,0,98053,47.6848,-122.016,0,0,28,7,2014,summer,Not Buy,0.0,0.0,152.86220961163326
39,9270200160,2014-10-28,685000.0,3,1.0,1570,2280,2.0,0,0,3,7,0,1922,0,98119,47.6413,-122.364,0,1,44,10,2014,fall,Not Buy,0.0,0.0,300.43859649122805
40,1432701230,2014-07-29,309000.0,3,1.0,1280,9656,1.0,0,0,4,6,360,1959,0,98058,47.4485,-122.175,1,0,31,7,2014,summer,Not Buy,0.0,0.0,32.00082850041425
41,8035350320,2014-07-18,488000.0,3,2.5,3160,13603,2.0,0,0,3,8,0,2003,0,98019,47.7443,-121.977,0,0,29,7,2014,summer,Not Buy,0.0,0.0,35.874439461883405
42,8945200830,2015-03-25,210490.0,3,1.0,990,8528,1.0,0,0,3,6,0,1966,0,98023,47.3066,-122.371,0,0,13,3,2015,spring,Buy,273637.0,63147.0,24.682223264540337
43,4178300310,2014-07-16,785000.0,4,2.5,2290,13416,2.0,0,0,4,9,0,1981,0,98007,47.6194,-122.151,0,0,29,7,2014,summer,Not Buy,0.0,0.0,58.512224209898626
44,9215400105,2015-04-28,450000.0,3,1.75,1250,5963,1.0,0,0,4,7,0,1953,0,98115,47.6796,-122.301,0,1,18,4,2015,spring,Not Buy,0.0,0.0,75.46536978031192
45,5245600105,2014-09-16,228000.0,3,1.0,1190,9199,1.0,0,0,3,7,0,1955,0,98148,47.4258,-122.322,0,0,38,9,2014,fall,Buy,250800.00000000003,22800.00000000003,24.785302750298946
46,7231300125,2015-02-17,345000.0,5,2.5,3150,9134,1.0,0,0,4,8,1510,1966,0,98056,47.4934,-122.189,1,0,8,2,2015,winter,Not Buy,0.0,0.0,37.77096562294723
47,7518505990,2014-12-31,600000.0,3,1.75,1410,4080,1.0,0,0,4,7,410,1950,0,98117,47.6808,-122.384,1,1,1,12,2014,winter,Not Buy,0.0,0.0,147.05882352941177
48,3626039271,2015-02-05,585000.0,2,1.75,1980,8550,1.0,0,0,3,7,990,1981,0,98117,47.6989,-122.369,1,0,6,2,2015,winter,Not Buy,0.0,0.0,68.42105263157895
49,4217401195,2015-03-03,920000.0,5,2.25,2730,6000,1.5,0,0,3,8,600,1927,0,98105,47.6571,-122.281,1,1,10,3,2015,spring,Not Buy,0.0,0.0,153.33333333333334
50,9822700295,2014-05-12,885000.0,4,2.5,2830,5000,2.0,0,0,3,9,0,1995,0,98105,47.6597,-122.29,0,0,20,5,2014,spring,Not Buy,0.0,0.0,177.0
51,9478500640,2014-08-19,292500.0,4,2.5,2250,4495,2.0,0,0,3,7,0,2008,0,98042,47.3663,-122.114,0,0,34,8,2014,summer,Not Buy,0.0,0.0,65.07230255839822
52,2799800710,2015-04-07,301000.0,3,2.5,2420,4750,2.0,0,0,3,8,0,2003,0,98042,47.3663,-122.122,0,0,15,4,2015,spring,Not Buy,0.0,0.0,63.36842105263158
53,7922800400,2014-08-27,951000.0,5,3.25,3250,14342,2.0,0,4,4,8,0,1968,0,98008,47.588,-122.116,0,0,35,8,2014,summer,Not Buy,0.0,0.0,66.30874355041138
54,8079040320,2015-02-23,430000.0,4,3.0,1850,9976,2.0,0,0,3,8,0,1991,0,98059,47.5059,-122.149,0,0,9,2,2015,winter,Not Buy,0.0,0.0,43.10344827586207
55,9558200045,2014-08-28,289000.0,3,1.75,1260,8400,1.0,0,0,3,7,0,1954,0,98148,47.4366,-122.335,0,1,35,8,2014,summer,Not Buy,0.0,0.0,34.404761904761905
56,5072410070,2014-10-21,505000.0,3,1.75,2519,8690,2.0,0,0,5,8,0,1973,0,98166,47.4428,-122.344,0,0,43,10,2014,fall,Not Buy,0.0,0.0,58.11277330264672
57,9528102996,2014-12-07,549000.0,3,1.75,1540,1044,3.0,0,0,3,8,0,2014,0,98115,47.6765,-122.32,0,0,49,12,2014,winter,Buy,603900.0,54900.0,525.8620689655172
58,1189001180,2014-06-03,425000.0,3,2.25,1660,6000,1.0,0,0,3,7,550,1979,0,98122,47.6113,-122.297,1,0,23,6,2014,summer,Buy,552500.0,127500.0,70.83333333333333
59,3253500160,2014-11-20,317625.0,3,2.75,2770,3809,1.5,0,0,5,7,1000,1925,0,98144,47.5747,-122.304,1,1,47,11,2014,fall,Not Buy,0.0,0.0,83.38802835389866
60,3394100030,2014-09-09,975000.0,4,2.5,2720,11049,2.0,0,0,3,10,0,1989,0,98004,47.5815,-122.192,0,0,37,9,2014,fall,Not Buy,0.0,0.0,88.24327993483573
61,3717000160,2014-10-09,287000.0,4,2.5,2240,4648,2.0,0,0,3,7,0,2005,0,98001,47.3378,-122.257,0,0,41,10,2014,fall,Not Buy,0.0,0.0,61.74698795180723
62,1274500060,2014-08-25,204000.0,3,1.0,1000,12070,1.0,0,0,4,7,0,1968,0,98042,47.3621,-122.11,0,0,35,8,2014,summer,Not Buy,0.0,0.0,16.901408450704224
63,1049000060,2015-01-05,325000.0,3,2.0,1260,5612,1.0,0,0,4,7,0,1972,0,98034,47.7362,-122.179,0,0,2,1,2015,winter,Not Buy,0.0,0.0,57.91161796151105
64,8820901275,2014-06-10,571000.0,4,2.0,2750,7807,1.5,0,0,5,7,500,1916,0,98125,47.7168,-122.287,1,1,24,6,2014,summer,Not Buy,0.0,0.0,73.13949020110158
65,5416510140,2014-07-10,360000.0,4,2.5,2380,5000,2.0,0,0,3,8,0,2005,0,98038,47.3608,-122.036,0,0,28,7,2014,summer,Not Buy,0.0,0.0,72.0
66,4036801170,2014-10-13,380000.0,4,1.75,1760,7300,1.0,0,0,3,7,880,1956,0,98008,47.6034,-122.125,1,0,42,10,2014,fall,Buy,494000.0,114000.0,52.054794520547944
67,2391600320,2015-04-20,480000.0,3,1.0,1040,5060,1.0,0,0,3,7,0,1941,0,98116,47.5636,-122.394,0,1,17,4,2015,spring,Buy,624000.0,144000.0,94.86166007905139
68,6300000287,2014-06-09,410000.0,3,1.0,1410,5060,1.0,0,0,4,7,500,1956,0,98133,47.7073,-122.34,1,0,24,6,2014,summer,Not Buy,0.0,0.0,81.02766798418972
69,5104520400,2014-12-02,390000.0,3,2.5,2350,5100,2.0,0,0,3,8,0,2003,0,98038,47.3512,-122.008,0,0,49,12,2014,winter,Not Buy,0.0,0.0,76.47058823529412
70,7437100340,2014-12-22,360000.0,4,2.5,1900,5889,2.0,0,0,3,7,0,1992,0,98038,47.349,-122.031,0,0,52,12,2014,winter,Not Buy,0.0,0.0,61.130922058074376
71,9418400240,2014-10-28,355000.0,2,1.0,2020,6720,1.0,0,0,3,7,1010,1948,0,98118,47.5474,-122.291,1,1,44,10,2014,fall,Buy,390500.00000000006,35500.00000000006,52.82738095238095
72,1523059105,2015-01-28,356000.0,3,1.5,1680,8712,1.0,0,0,3,8,0,1964,0,98059,47.4811,-122.149,0,0,5,1,2015,winter,Buy,391600.00000000006,35600.00000000006,40.86317722681359
73,1133000671,2014-06-02,315000.0,3,1.0,960,6634,1.0,0,0,3,6,0,1952,0,98125,47.7264,-122.31,0,1,23,6,2014,summer,Buy,409500.0,94500.0,47.482665058788065
74,4232902595,2014-11-14,940000.0,3,1.5,2140,3600,2.0,0,0,3,9,240,1925,0,98119,47.6337,-122.365,1,1,46,11,2014,fall,Not Buy,0.0,0.0,261.1111111111111
75,2599001200,2014-11-03,305000.0,5,2.25,2660,8400,1.5,0,0,5,7,0,1961,0,98092,47.2909,-122.189,0,0,45,11,2014,fall,Not Buy,0.0,0.0,36.30952380952381
76,3342103156,2014-06-18,461000.0,3,3.25,2770,6278,2.0,0,0,3,9,790,2006,0,98056,47.5228,-122.199,1,0,25,6,2014,summer,Not Buy,0.0,0.0,73.43102899012425
77,1332700270,2014-05-19,215000.0,2,2.25,1610,2040,2.0,0,0,4,7,0,1979,0,98056,47.518,-122.194,0,0,21,5,2014,spring,Not Buy,0.0,0.0,105.3921568627451
78,3869900162,2014-09-04,335000.0,2,1.75,1030,1066,2.0,0,0,3,7,265,2006,0,98136,47.5394,-122.387,1,0,36,9,2014,fall,Buy,435500.0,100500.0,314.25891181988743
79,2791500270,2014-05-22,243500.0,4,2.5,1980,7403,2.0,0,0,3,7,0,1988,0,98023,47.2897,-122.372,0,0,21,5,2014,spring,Buy,267850.0,24350.0,32.89207078211536
80,5036300431,2015-03-11,1099880.0,5,2.75,3520,6353,2.0,0,0,4,10,0,2001,0,98199,47.6506,-122.391,0,0,11,3,2015,spring,Not Buy,0.0,0.0,173.12765622540533
81,4168000060,2015-02-26,153000.0,3,1.0,1200,10500,1.0,0,0,3,7,0,1962,0,98023,47.322,-122.351,0,0,9,2,2015,winter,Buy,198900.0,45900.0,14.571428571428571
82,6021501535,2014-07-25,430000.0,3,1.5,1580,5000,1.0,0,0,3,8,290,1939,0,98117,47.687,-122.386,1,1,30,7,2014,summer,Buy,559000.0,129000.0,86.0
84,1483300570,2014-09-08,905000.0,4,2.5,3300,10250,1.0,0,0,3,7,910,1946,1991,98040,47.5873,-122.249,1,1,37,9,2014,fall,Not Buy,0.0,0.0,88.29268292682927
85,3422049190,2015-03-30,247500.0,3,1.75,1960,15681,1.0,0,0,3,7,0,1967,0,98032,47.3576,-122.277,0,0,14,3,2015,spring,Buy,272250.0,24750.0,15.783432179070212
86,1099611230,2014-09-12,199000.0,4,1.5,1160,6400,1.0,0,0,4,7,0,1975,0,98023,47.3036,-122.378,0,0,37,9,2014,fall,Not Buy,0.0,0.0,31.09375
87,1952200240,2014-06-11,850830.0,3,2.5,2070,13241,1.5,0,0,5,9,800,1910,0,98102,47.6415,-122.315,1,1,24,6,2014,summer,Not Buy,0.0,0.0,64.25723132693905
88,5200100125,2014-10-27,555000.0,3,2.0,1980,3478,1.5,0,0,4,7,540,1929,0,98117,47.6775,-122.372,1,1,44,10,2014,fall,Not Buy,0.0,0.0,159.5744680851064
89,2450000295,2014-10-07,1088000.0,3,2.5,2920,8113,2.0,0,0,3,8,0,1950,2010,98004,47.5814,-122.196,0,1,41,10,2014,fall,Not Buy,0.0,0.0,134.10575619376309
90,1328310370,2015-04-02,375000.0,3,2.5,2340,10005,1.0,0,0,4,8,880,1978,0,98058,47.4431,-122.133,1,0,14,4,2015,spring,Not Buy,0.0,0.0,37.481259370314845
91,546000875,2014-05-23,460000.0,3,1.0,1670,4005,1.5,0,0,4,7,500,1939,0,98117,47.6878,-122.38,1,1,21,5,2014,spring,Not Buy,0.0,0.0,114.85642946317104
92,3530510041,2014-07-23,188500.0,2,1.75,1240,2493,1.0,0,0,4,8,0,1985,0,98198,47.3813,-122.322,0,0,30,7,2014,summer,Not Buy,0.0,0.0,75.61171279582832
93,3134100116,2014-08-27,470000.0,5,1.75,2030,12342,2.0,0,0,4,7,0,1942,0,98052,47.6417,-122.109,0,1,35,8,2014,summer,Not Buy,0.0,0.0,38.08134824177605
94,9545230140,2014-07-25,597750.0,4,2.5,2310,9624,2.0,0,0,3,8,0,1984,0,98027,47.5386,-122.053,0,0,30,7,2014,summer,Not Buy,0.0,0.0,62.11034912718205
95,3362400511,2015-03-04,570000.0,3,1.75,1260,3328,1.0,0,0,5,6,560,1905,0,98103,47.6823,-122.349,1,1,10,3,2015,spring,Not Buy,0.0,0.0,171.27403846153845
96,2525310310,2014-09-16,272500.0,3,1.75,1540,12600,1.0,0,0,4,7,380,1980,0,98038,47.3624,-122.031,1,0,38,9,2014,fall,Not Buy,0.0,0.0,21.626984126984127
97,6126500060,2014-11-24,329950.0,3,1.75,2080,5969,1.0,0,2,3,7,1000,1971,0,98108,47.5474,-122.295,1,0,48,11,2014,fall,Buy,362945.00000000006,32995.00000000006,55.27726587368068
98,8961960160,2014-10-28,480000.0,4,2.5,3230,16171,2.0,0,3,3,9,710,2001,0,98001,47.3183,-122.253,1,0,44,10,2014,fall,Not Buy,0.0,0.0,29.682765444313894
99,3626039325,2014-11-21,740500.0,3,3.5,4380,6350,2.0,0,0,3,8,1600,1900,1999,98117,47.6981,-122.368,1,1,47,11,2014,fall,Not Buy,0.0,0.0,116.61417322834646
100,3362400431,2014-06-26,518500.0,3,3.5,1590,1102,3.0,0,0,3,8,0,2010,0,98103,47.6824,-122.347,0,0,26,6,2014,summer,Buy,570350.0,51850.0,470.508166969147
101,4060000240,2014-06-23,205425.0,2,1.0,880,6780,1.0,0,0,4,6,0,1945,0,98178,47.5009,-122.248,0,1,26,6,2014,summer,Not Buy,0.0,0.0,30.298672566371682
102,3454800060,2015-01-08,171800.0,4,2.0,1570,9600,1.0,0,0,3,6,0,1950,0,98168,47.4965,-122.303,0,1,2,1,2015,winter,Buy,188980.00000000003,17180.00000000003,17.895833333333332
103,1695900060,2015-05-11,535000.0,4,1.0,1610,2982,1.5,0,0,4,7,0,1925,0,98144,47.587,-122.294,0,1,20,5,2015,spring,Not Buy,0.0,0.0,179.40979208584844
104,7278700070,2015-01-02,660000.0,3,2.5,2400,6474,1.0,0,2,3,8,840,1964,0,98177,47.7728,-122.386,1,0,1,1,2015,winter,Not Buy,0.0,0.0,101.94624652455978
105,6675500070,2014-11-19,391500.0,3,2.0,1450,9132,1.0,0,0,3,7,0,1987,0,98034,47.7288,-122.226,0,0,47,11,2014,fall,Buy,430650.00000000006,39150.00000000006,42.8712220762155
106,3626039187,2015-04-06,395000.0,2,1.0,770,6000,1.0,0,0,3,6,0,1953,0,98117,47.6999,-122.364,0,1,15,4,2015,spring,Buy,513500.0,118500.0,65.83333333333333
107,3524049083,2014-11-04,445000.0,4,1.75,2100,4400,1.5,0,0,5,7,380,1924,0,98118,47.5299,-122.266,1,1,45,11,2014,fall,Not Buy,0.0,0.0,101.13636363636364
108,3275860240,2014-06-18,770000.0,3,2.25,2910,10204,2.0,0,0,3,9,0,1990,0,98052,47.6897,-122.098,0,0,25,6,2014,summer,Not Buy,0.0,0.0,75.46060368482948
109,4058801670,2014-07-17,445000.0,3,2.25,2100,8201,1.0,0,2,3,8,480,1967,0,98178,47.5091,-122.244,1,0,29,7,2014,summer,Not Buy,0.0,0.0,54.26167540543836
110,8732020310,2014-07-17,260000.0,4,2.25,2160,8811,1.0,0,0,3,8,800,1978,0,98023,47.3129,-122.39,1,0,29,7,2014,summer,Buy,286000.0,26000.0,29.50856883441153
111,2331300505,2014-06-13,822500.0,5,3.5,2320,4960,2.0,0,0,5,7,600,1926,0,98103,47.6763,-122.352,1,1,24,6,2014,summer,Not Buy,0.0,0.0,165.8266129032258
112,7853210060,2015-04-06,430000.0,4,2.5,2070,4310,2.0,0,0,3,7,0,2004,0,98065,47.5319,-121.85,0,0,15,4,2015,spring,Buy,559000.0,129000.0,99.76798143851508
113,3668000070,2015-01-05,212000.0,3,1.75,1060,7875,1.0,0,0,4,7,0,1986,0,98092,47.2761,-122.152,0,0,2,1,2015,winter,Not Buy,0.0,0.0,26.92063492063492
114,9545240070,2015-04-28,660500.0,4,2.25,2010,9603,1.0,0,0,3,8,570,1986,0,98027,47.5343,-122.054,1,0,18,4,2015,spring,Not Buy,0.0,0.0,68.7805893991461
115,8929000270,2014-05-12,453246.0,3,2.5,2010,2287,2.0,0,0,3,8,620,2014,0,98029,47.5517,-121.998,1,0,20,5,2014,spring,Buy,589219.8,135973.80000000005,198.18364669873196
116,2767602356,2015-01-26,675000.0,4,3.5,2140,2278,3.0,0,0,3,9,0,2005,0,98107,47.6734,-122.38,0,0,5,1,2015,winter,Not Buy,0.0,0.0,296.31255487269533
117,921049315,2014-08-13,199000.0,3,1.75,1320,17390,1.0,0,0,4,7,0,1956,0,98003,47.3257,-122.296,0,0,33,8,2014,summer,Not Buy,0.0,0.0,11.44335825186889
118,3655000070,2014-08-05,220000.0,4,1.75,2020,7840,1.0,0,0,3,7,1010,1968,0,98003,47.3309,-122.299,1,0,32,8,2014,summer,Buy,286000.0,66000.0,28.06122448979592
119,4027700812,2014-05-29,452000.0,4,2.25,2590,10002,1.0,0,0,4,8,1250,1968,0,98028,47.7689,-122.266,1,0,22,5,2014,spring,Not Buy,0.0,0.0,45.19096180763847
120,3992700335,2014-07-07,382500.0,2,1.0,1190,4440,1.0,0,0,3,6,0,1981,0,98125,47.7135,-122.287,0,0,28,7,2014,summer,Buy,420750.00000000006,38250.00000000006,86.14864864864865
121,2767603505,2014-05-07,519950.0,3,2.25,1170,1249,3.0,0,0,3,8,0,2014,0,98107,47.6722,-122.381,0,0,19,5,2014,spring,Buy,571945.0,51995.0,416.293034427542
122,4232901525,2014-06-27,665000.0,2,1.0,1110,3200,1.0,0,0,3,7,0,1925,0,98119,47.6338,-122.358,0,1,26,6,2014,summer,Buy,731500.0000000001,66500.00000000012,207.8125
123,1777500060,2014-07-08,527700.0,5,2.5,2820,9375,1.0,0,0,4,8,1270,1968,0,98006,47.5707,-122.128,1,0,28,7,2014,summer,Not Buy,0.0,0.0,56.288
124,1432900240,2015-05-08,205000.0,3,1.0,1610,8579,1.0,0,0,4,7,600,1962,0,98058,47.4563,-122.171,1,0,19,5,2015,spring,Not Buy,0.0,0.0,23.89555892295139
125,6140100875,2015-04-15,420000.0,3,1.0,1060,8097,1.0,0,0,4,7,120,1923,0,98133,47.7144,-122.351,1,1,16,4,2015,spring,Not Buy,0.0,0.0,51.871063356798814
126,6071600370,2015-02-27,500000.0,4,2.25,2030,8517,1.0,0,0,4,8,650,1961,0,98006,47.5495,-122.174,1,0,9,2,2015,winter,Not Buy,0.0,0.0,58.70611717740989
127,809001525,2014-06-25,890000.0,4,1.0,2550,4000,2.0,0,0,3,8,180,1905,0,98109,47.6354,-122.353,1,1,26,6,2014,summer,Not Buy,0.0,0.0,222.5
128,8075400570,2014-10-30,258000.0,5,2.0,2260,12500,1.0,0,0,4,8,1130,1960,0,98032,47.3887,-122.286,1,0,44,10,2014,fall,Not Buy,0.0,0.0,20.64
129,1994200024,2014-11-04,511000.0,3,1.0,1430,3455,1.0,0,0,3,7,450,1947,0,98103,47.6873,-122.336,1,1,45,11,2014,fall,Buy,562100.0,51100.0,147.9015918958032
130,3362900810,2014-08-20,532170.0,3,2.0,1360,3090,2.0,0,0,3,8,0,1990,0,98103,47.6838,-122.353,0,0,34,8,2014,summer,Buy,585387.0,53217.0,172.2233009708738
131,1324300398,2015-04-09,560000.0,3,1.0,1110,5000,1.5,0,0,3,7,0,1947,0,98107,47.655,-122.359,0,1,15,4,2015,spring,Not Buy,0.0,0.0,112.0
132,537000445,2015-03-31,282950.0,3,1.0,1250,8200,1.0,0,0,4,7,0,1954,0,98003,47.3255,-122.304,0,1,14,3,2015,spring,Not Buy,0.0,0.0,34.50609756097561
133,8960000030,2014-07-28,215000.0,3,1.0,1180,7669,1.0,0,0,4,7,0,1967,0,98058,47.4479,-122.176,0,0,31,7,2014,summer,Not Buy,0.0,0.0,28.034945886034684
134,8731900200,2014-08-07,320000.0,4,2.75,2640,7500,1.0,0,0,3,8,1020,1967,0,98023,47.3135,-122.369,1,0,32,8,2014,summer,Not Buy,0.0,0.0,42.666666666666664
135,8029200135,2014-11-13,247000.0,3,2.0,1270,7198,1.5,0,0,3,7,0,1916,2013,98022,47.2086,-121.996,0,1,46,11,2014,fall,Buy,271700.0,24700.0,34.31508752431231
136,1081200350,2014-10-03,320000.0,4,1.75,1760,11180,1.0,0,0,4,8,0,1968,0,98059,47.4715,-122.118,0,0,40,10,2014,fall,Not Buy,0.0,0.0,28.622540250447226
137,84000105,2014-05-07,255000.0,5,2.25,2060,8632,1.0,0,0,3,7,1030,1962,0,98146,47.4877,-122.335,1,0,19,5,2014,spring,Buy,280500.0,25500.0,29.54124189063948
138,3756500060,2015-03-09,438000.0,3,1.75,1780,9660,1.0,0,0,3,7,0,1962,0,98034,47.7171,-122.193,0,0,11,3,2015,spring,Buy,481800.00000000006,43800.00000000006,45.3416149068323
139,7215720160,2015-03-04,900000.0,3,2.5,3400,16603,2.0,0,0,3,10,0,2000,0,98075,47.6012,-122.023,0,0,10,3,2015,spring,Not Buy,0.0,0.0,54.207071011263025
